French,English
fourrer,pour
rangez,put away
arrogance,arrogance
drapeaux,flags
head,head
respectent,respect
eût,would have
roupies,rupees
amigo,amigo
sugar,Sugar
tara,tara
contourner,get around
dude,dude
pyramide,pyramid
collecte,collection
erin,Erin
nasa,nasa
liang,liang
retrouvent,find
compartiment,compartment
détroit,strait
bancaire,banking
capot,hood
menacée,threatened
pouvant,being able to
habitue,used to
mûr,ripe
disciple,disciple
noblesse,nobility
buissons,bushes
souverain,sovereign
athlète,athlete
scêne,stage
protégés,protected
baisée,fucked
dês,of the
dénommé,named
tâchez,try
oklahoma,Oklahoma
dangereuses,dangerous
circulez,circulate
étonnante,surprising
fracture,fracture
wagner,wagner
ramènerai,will bring back
dégoûte,disgust
rejoignez,Join
démoli,demolished
vedettes,stars
emprunt,borrowing
plaza,plaza
secoué,shaken
dolly,dolly
crête,Crete
buster,bust
détient,holds
regagner,regain
carotte,carrot
crabe,crab
mandy,mandy
soul,drunk
ecoutes,listen
orlando,orlando
ëtre,be
tuait,killed
cherchaient,were looking for
tex,Tex
demanda,asked
alberto,Alberto
caresse,caress
institutrice,teacher
aimant,magnet
warner,warner
détectives,detective
consacré,dedicated
amusée,amused
tricheur,cheater
graal,grail
répliques,replicas
majordome,butler
pratiquer,practice
représentent,represent
béguin,crumbling
assume,assume
indic,indic
baver,drool
rencontrent,meet
pharaon,Pharaoh
habituée,accustomed
gazon,grass
scie,saw
raj,raj
démarche,Steps
bide,flop
approuvé,approved
burton,burton
ramon,gum
zombie,zombie
gestapo,Gestapo
nemo,nemo
prostituées,prostitutes
étincelle,spark
fonder,found
tribus,tribes
messie,Messiah
danseurs,dancers
invincible,invincible
mouchard,cookie
vins,wines
kentucky,Kentucky
soûler,sneak
influencer,influence
ecosse,Scotland
cerveaux,brains
tartes,pies
supplié,begged
flatté,flattened
travailleur,worker
centime,penniless
présentée,presented
benson,benson
state,state
recherchent,seek
brusquement,suddenly
lecteur,drive
multiples,multiple
richmond,richmond
kenji,Kenji
impliqués,involved
hostie,host
equipe,crew
nadia,nadia
églises,churches
cynique,cynical
abandonnes,abandonments
brûlez,burn
arrêts,stops
dénoncé,denounced
admiration,admiration
masses,masses
défenseur,defender
procédé,process
camper,camp
emmènera,will take
confrérie,brotherhood
gagnante,winner
ensembie,set
mélanger,to mix together
revers,reverse
accompagnes,accompanies
liquider,liquidate
anonymes,anonymous
provenance,origin
séances,sessions
finirait,would end
robinet,faucet
bannister,banister
jamal,jamal
communs,common
louisiane,Louisiana
simpson,Simpson
convoqué,summoned
donnons,let's give
bénie,blessed
embauche,hiring
trafiquant,trafficker
manie,mania
politesse,courtesy
apportes,bring
planqué,hidden
guérie,cure
obéissez,obey
reçue,received
barbare,barbaric
murdock,murdock
gerald,gerald
liées,linked
penche,leaning
gladys,gladys
glen,glen
dre,dre
fasciste,fascist
joshua,joshua
rupert,rupert
dominique,Dominique
fbl,FBL
module,module
hee,hee
infidèle,unfaithful
allusion,allusion
sorcellerie,witchcraft
ému,moved
divertir,to entertain
battant,swinging
plâtre,plaster
pneumonie,pneumonia
cordon,cord
arrêterai,will stop
permanente,permed
autorisée,authorized
bravoure,bravery
soupire,sigh
ioin,iloin
recettes,receipts
naviguer,navigate
posent,pose
évier,sink
déprimant,depressing
bourrée,drunk
issues,outstands
cruz,cruz
ados,teens
avortement,abortion
sirènes,sirens
classiques,classic
trouva,found
favorite,favorite
derriére,behind
fléau,scourge
expulser,expel
coudre,sew
protégez,protect
reproduction,reproduction
gonzesses,gonzesses
volcan,volcano
stupéfiant,amazing
souffrant,suffering
privées,private
randolph,randolph
toiles,canvas
égout,sewer
rechange,spare
uni,United
costard,suit
sites,Site (s
rodney,Rodney
calorifix,calorifix
yuan,yuan
affiches,posters
reviendrons,will come back
poursuis,pursuing
effondrer,collapse
arrêtais,arrested
exigences,requirements
sultan,sultan
attendue,expected
implore,implore
passions,passions
comprenons,Let us understand
aimés,loved
annulez,cancel
autriche,Austria
mina,mina
réchauffe,reheat
county,County
cary,kary
flacon,bottle
ada,ADA
crédible,credible
ethel,Ethel
lumineux,luminous
retrouves,found
lnde,round
interdits,prohibited
shake,shake
daddy,daddy
déconné,disadvantage
lorenzo,lorenzo
mei,mei
meredith,meredith
beatles,beatles
april,April
there,thereby
bombardement,bombing raid
rébellion,rebellion
réuni,gathered
remerciez,thank
utilises,used
envolé,soaked
amitiés,friendships
agite,agite
permettent,allow
comptabilité,accounting
catch,wrestling
bave,drool
allié,ally
holt,holt
rassemblez,Gather
provenant,from
agonie,agony
caïd,caid
espéré,hoped
nounours,teddy bear
emballer,wrap
newman,Newman
sentirais,would feel
débordé,overwhelmed
classée,listed
saignes,bleeding
speed,speed
constante,constant
abris,shelter
people,people
gps,GPS
sainteté,holiness
mineure,minor
peg,peg
flots,waves
abandon,abandonment
juridiction,jurisdiction
finn,finn
gibier,game
abîmer,damage
bêta,beta
cobb,cobb
sherlock,sherlock
déserte,deserted
rappellera,will recall
bouquins,books
opéré,operated
épées,swords
symboles,symbols
plages,beaches
cobra,cobra
couvrez,cover
centres,centers
hanson,hanson
catalogue,catalog
anéanti,annihilate
larme,tear
refusait,refused
paraissait,appeared
suspecte,suspicious
lisait,read
avancent,advance
pente,slope
pike,pike
détruis,destroyed
golden,Golden
ridicules,ridiculous
proteste,protest
fournit,provides
comprennes,understanding
rogne,rod
yards,yards
surveillent,monitor
reviennes,come back
mourez,die
harceler,harass
lèche,lick
amusent,amuse
ricardo,ricardo
industries,industries
eagle,eagle
cafétéria,cafeteria
chang,jerk
rame,row
poursuites,prosecution
skeffington,skeffington
sibérie,Siberia
reese,reese
explosif,explosive
trouvaient,found
emménagé,moved
infâme,infamous
acceptée,accepted
accouche,give birth
perroquet,parrot
humilié,humiliated
embaucher,to hire
marchés,markets
magnétique,magnetic
natale,native
carnaval,carnival
terrifié,terrified
transaction,transaction
adorables,adorable
spécimen,specimen
eddy,Eddy
molle,soft
obsèques,funeral
marx,Marx
portugais,Portuguese
esthétique,aesthetic
consommation,consumption
horace,horace
dirigeait,led
judith,Judith
phyllis,phyllis
employer,to employ
désigné,designated
déclenche,sets off
profondes,deep
cantine,canteen
price,price
irving,Irving
infarctus,infarction
po,po
pakistan,Pakistan
zoe,Zoe
écoutera,will listen to
particules,particles
won,won
impériale,imperial
fichons,files
remplissez,fill out
indépendante,independent
salive,saliva
susceptible,susceptible
media,media
amusez,have fun
resteront,will remain
clientèle,customer base
installée,installed
antique,antique
gregory,Gregory
ezra,ezra
motivation,motivation
trancher,to slice
queen,queen
reuben,reuben
gore,gore
transformation,transformation
escalade,escalation
hormones,hormones
écrivais,wrote
lulu,lulu
affirmer,to assert
emmenait,led
émissaire,emissary
intéresses,interested
croyances,beliefs
cherchiez,look for
tracteur,tractor
doré,Golden
façade,facade
insolent,sassy
pion,pawn
oubliés,forgotten
mentionner,mention
coquille,shell
souhaitons,Let us wish
allonge,elongate
nausée,nausea
zombies,zombies
nombres,numbers
boulettes,dumplings
défonce,smash
scorpion,Scorpio
gouvernements,governments
républicain,republican
nell,Nell
call,call
yuri,yuri
hélicoptères,helicopter
aziz,aziz
choi,choi
connecticut,Connecticut
brûlés,burnt
homos,gay
arroser,water
couronnes,wreaths
épouserai,marry
sicile,Sicily
resterait,would remain
pourriture,rot
contrôles,checks
brillent,shine
méme,even
jetés,thrown
manège,merry -go -round
convictions,convictions
ave,ave
évitez,avoid
aimeras,will love
ketchup,ketchup
burger,burger
bryan,Bryan
assois,sit
alabama,Alabama
broche,pin
réparation,repair
dixie,dixie
impliquée,implied
ée,ee
margot,Margot
whoo,Whoo
fay,fay
pékin,Beijing
vivian,Vivian
worf,world
séparent,separate
enthousiaste,enthusiastic
parcourir,Browse
baskets,sneakers
identique,identical
installation,facility
querelle,quarrel
brèche,breach
mister,mister
vieilli,aged
cocher,tick
accessoires,accessories
locataire,tenant
regrettable,regrettable
blonds,blonde
écossais,Scottish
déclarations,statements
opère,operates
naturelles,natural
morse,walrus
isoler,isolate
rient,laughing
arène,arena
pet,fart
acceptable,acceptable
immortalité,immortality
journalisme,journalism
communisme,Communism
universal,universal
enferme,shut in
résolution,resolution
courtes,short
prenaient,were taking
payait,paid
obtenez,get
comparaison,comparison
yen,yen
America,America
reproduira,will reproduce
adrénaline,adrenaline
paperasse,paperwork
neufs,new
vagabond,vagabond
valu,valu
iii,III
pécheur,fisherman
nat,nat
compatriotes,compatriots
survivra,will survive
crucial,crucial
appuyé,supported
larges,large
tarde,tarden
arguments,arguments
racontent,tell
faciliter,facilitate
tapez,tap
impulsion,impulse
pierce,pierce
gotham,Gotham
savants,scientists
remporté,win
foncez,go for it
microbes,microbes
Edwards,Edwards
Duane,Duane
hydrogène,hydrogen
ratée,failed
golfe,gulf
cha,cha
battra,will be beaten
macho,macho
composition,composition
voyageurs,travelers
hypnose,hypnosis
écoulé,elapsed
débrouilles,resourceful
scandaleux,scandalous
Scotland,Scotland
chorale,choral
prospérité,prosperity
millier,thousand
terminale,terminal
Stanton,Stanton
Lindsay,Lindsay
ronge,rodent
coffrer,trigger
témoignages,testimonials
découvertes,discovery
ouvrage,work
tirait,was shooting
Prague,Prague
garnison,garrison
bank,bank
civilisé,civilized
volait,stolen
flinguer,flinch
Henderson,Henderson
étapes,steps
soupçon,suspicion
over,over
infecté,infected
Darren,Darren
employée,employee
radin,stingy
suicidaire,suicidal
bourgeois,bourgeois
provient,comes from
hausse,rise
reconstruire,rebuild
répondent,answer
pains,bread
peaux,skins
propriétés,properties
habité,reside
Gomez,Gomez
repousse,repeller
prometteur,promising
gorilles,gorillas
sceau,seal
locales,local
détourné,hijacked
sully,sully
socialiste,socialist
éclaire,enlightened
rein,kidney
Honolulu,Honolulu
aspire,aspire
jettes,throws
bavard,gossipy
accordée,granted
Wichita,Wichita
humidité,humidity
déprime,depressed
programmé,program
viiie,viiie
talentueux,talented
micros,microphone
christy,Christy
trish,trish
bisous,Kisses
maintient,keeping
wild,Wild
textes,texts
anarchie,anarchy
saurons,will know
pénétré,penetrated
sensibilité,sensitivity
meurtrière,murderer
abîmé,abyss
spot,spot
enfile,thread
escrocs,crook
réalisez,realize
cheveu,hair
portier,porter
nécessairement,necessarily
powers,powers
kilomètre,kilometer
vivras,vivras
électeurs,voters
portland,portland
frissons,chills
folies,folies
courants,currents
sérum,serum
pitt,pitt
attardé,retarded
console,console
canadiens,Canadian
whitney,whitney
candy,candy
tétons,nipples
victoires,victories
wood,Wood
brûlent,burn
divertissement,entertainment
subtil,subtle
gentlemen,gentlemen
résume,summary
recevra,will receive
pleurent,cry
conflits,Conflicts
passaient,were passing
concevoir,design
échappent,escape
intéressés,interested
moquent,mock
éclaircir,lighten
anesthésie,anesthesia
sains,healthy
réserver,to book
piaule,piaule
crocodile,crocodile
cora,cora
mitrailleuse,machine gun
charrette,cart
informateur,informant
écoutait,was listening
baptiste,Baptist
booth,boot
tentes,tents
they,they
immonde,filthy
intellectuel,intellectual
amelia,Amelia
cyrus,cyrus
desmond,desmond
ari,ari
métaphore,metaphor
séminaire,seminar
pdg,CEO
bagage,luggage
tyran,tyrant
formidables,great
put,put
souffres,sulfur
souffrait,suffered
consigne,order
exquis,delicious
silhouette,silhouette
ivresse,drunkenness
chères,dear
silencieuse,silent
écarte,dismissal
cultures,crops
coince,stuck
voyaient,saw
inférieur,lower
chantais,sang
payent,pay
dormirai,will sleep
coffres,coffers
volées,stolen
aspects,aspects
quarts,quarter
grenouilles,frogs
grandis,grow up
lowell,Lowell
pi,pi
lew,Lew
porche,porch
bianca,bianca
joints,joints
francesca,Francesca
marcos,marcos
skate,skateboarding
idéaux,ideal
géorgie,Georgia
lars,lars
puant,stinking
tentent,try
touchera,touch
réussie,successful
crient,shout
tata,tata
satané,loud
ressemblance,resemblance
voudrai,would
enlèves,heads
bloquez,block
présentez,present
paierez,pay
cambridge,Cambridge
jouaient,were playing
brent,Brent
hameçon,fish hook
damon,damon
créatif,creative
chéris,darling
complexes,complex
votez,vote
mutation,mutation
endommagé,damaged
jonesy,jonesy
écoutant,listening
ends,ends
trimestre,quarter
live,lively
dimitri,Dimitri
dinosaure,dinosaur
saisons,seasons
rase,shackle
contrebande,smuggling
assiste,assistant
indigènes,native
siffle,whistle
pousses,shoots
enragé,enraged
actionnaires,shareholders
plouc,plouc
refrain,chorus
vautours,vulture
maries,marials
gates,gates
sincérité,sincerity
refroidir,chill
martyr,martyr
ace,ace
roulettes,casters
débute,starts
épingle,pin
tarzan,Tarzan
suivront,will follow
choux,cabbage
délivrer,issue
océans,oceans
dictionnaire,dictionary
everett,Everett
alec,alec
classé,class
staline,stalin
participation,participation
karaté,karate
serena,serena
reprise,reprise
edna,Edna
hygiène,hygiene
javier,javier
étendu,extended
répit,respite
tite,tite
canaille,scoundrel
trouillard,troop
varsovie,Warsaw
paroisse,parish
débrouillerai,will manage
officiels,officials
supposer,assume
strike,strike
consciente,conscious
cambrioleur,burglar
pluies,rains
indiana,Indiana
woods,Woods
fichent,file
mannequins,mannequins
immatriculation,registration
testé,tested
dérangement,disturbance
emploie,job
suspension,suspension
confondre,to confuse
gandhi,gandhi
diplômes,degrees
croiras,will grow
edie,edie
couille,ball
garcia,Garcia
partirez,will leave
gifle,slap
semé,sown
évolué,evolved
souvenu,remembered
maintes,many
aurore,dawn
installés,installed
examine,examined
barbier,barber
baptême,baptism
flou,vague
rembourserai,will reimburse
oxford,oxford
sup,sup
cuits,cooked
élégante,elegant
frances,Frances
virés,wandering
arabie,Arabia
égaré,lost
tronc,trunk
boucherie,butcher's shop
tueras,will kill
janice,janice
alma,Alma
nourrice,nurse
firme,firm
détermination,determination
investisseurs,investors
chet,chet
jung,jung
engueuler,shout
vaccin,vaccine
combustible,combustible
dinosaures,dinosaurs
flippant,scary
lauren,Lauren
volez,steal
préjugés,prejudice
espérait,hoped
effectuer,perform
serrez,tighten
dérangerait,would bother
asiatique,Asian
démarrez,start
hip,hip
bougre,gauge
ernesto,Ernesto
suivons,follow
adultère,adultery
renaissance,Renaissance
plaisant,pleasant
lie,related
echo,echo
resterais,would remain
démarré,started
donneras,will give
entendrez,hear
endort,sleeping
remarquez,notice
demoiselles,ladies
ironique,ironic
marchands,merchants
pinky,Pinky
fermement,firmly
futurs,future
cascade,cascade
succession,succession
sofa,sofa
enregistrements,recordings
avalanche,avalanche
préférées,favorite
cola,cola
eden,Eden
caleb,calear
repérés,landmarks
aînée,Elder
coutumes,customs
genève,Geneva
clément,clement
contenant,container
session,session
déjâ,Already
oignon,onion
pansement,bandage
connaissant,knowing
effondré,collapsed
andrews,Andrews
applaudit,applaud
renforcer,to strenghten
set,set
bug,bug
normales,normal
patriote,patriot
virez,spin
escadrille,squadron
bombay,bombay
hambourg,Hamburg
femelles,females
balise,tag
reagan,reagan
malik,Malik
soigneusement,thoroughly
animé,lively
composer,compose
repoussé,rejected
complétement,completely
chaleureux,warm
saisie,seizure
priver,deprive
salaires,wages
inquiétait,worried
naples,Naples
sauriez,would know
enfiler,put on
attachez,tie up
motifs,patterns
perdrai,will lose
refusée,Refused
infinie,infinite
joséphine,joséphine
réconforter,comfort
statues,statues
théo,Theo
finies,finite
pensera,think about
reparle,sparkle
escroquerie,scam
inoubliable,unforgettable
pinces,tongs
lisant,reading
résumé,summary
hopkins,hopkins
chalet,cottage
yorkais,Yorker
haines,hatred
cohen,Cohen
drogués,drugs
stevenson,Stevenson
hussein,Hussein
liu,liu
yoga,yoga
tanya,Tanya
byron,Byron
cuisines,kitchens
équitable,fair
annulée,canceled
eteignez,turn off
remontant,dating back
por,por
introuvable,not found
aidait,helped
scénariste,scriptwriter
distingué,distinct
oregon,Oregon
sloan,sloan
cable,cable
mohammed,Mohammed
volets,shutters
garden,Garden
excellentes,excellent
applaudissez,applaud
ficelles,strings
mourrons,die
durement,harshly
lilly,Lilly
financer,finance
utilisés,used
wanda,wanda
chip,chip
hawaï,Hawaii
brandt,Brandt
jj,not a word
asthme,asthma
dirigeant,leader
étui,case
gaie,happy
