,French,English
6598,matrice,matrix
6599,rosemary,Rosemary
6600,marathon,marathon
6601,acceptent,accept
6602,chocs,shock
6603,maryland,Maryland
6604,humilité,humility
6605,évoque,evoked
6606,bocal,jar
6607,higgins,Higgins
6608,retrouverez,will find
6609,lames,blades
6610,engins,devices
6611,chiots,puppies
6612,ringo,ringo
6613,marlowe,marlowe
6614,vaughn,vaughn
6615,trentaine,thirty
6616,planning,planning
6617,fumeur,smoking
6618,stressé,stress
6619,perception,perception
6620,donnie,donn
6621,otan,NATO
6622,brendan,Brendan
6623,pooja,pooja
6624,rejoindrai,will join
6625,décident,decide
6626,exemplaires,exemplary
6627,tuteur,tutor
6628,barbares,barbaric
6629,tenues,outfits
6630,attentif,attentive
6631,rubis,ruby
6632,aimerez,will like
6633,flotter,float
6634,champignon,mushroom
6635,deviendras,will become
6636,venin,venom
6637,callahan,Callahan
6638,fe,fe
6639,gâté,spoiled
6640,sitôt,so early
6641,essaiera,will try
6642,vogue,vogue
6643,devenues,become
6644,suspense,suspense
6645,constater,to certify
6646,bile,bile
6647,employeur,employer
6648,tranchées,trenches
6649,mercure,mercury
6650,arriverons,will arrive
6651,avatar,avatar
6652,lèves,lifting
6653,waldo,Waldo
6654,gino,gino
6655,séparément,separately
6656,patrouilles,patrols
6657,truman,Truman
6658,carole,Carole
6659,coop,coop
6660,beck,beck
6661,andreas,Andreas
6662,juliet,juliet
6663,stp,pls
6664,ferment,ferment
6665,embrouilles,muddles
6666,essuyer,to wipe
6667,raoul,raoul
6668,suivantes,next
6669,corvée,chore
6670,approbation,approval
6671,ike,ike
6672,outrage,outrageous
6673,contrarier,upset
6674,guérit,healing
6675,meeting,meeting
6676,montrant,showing
6677,inquiete,worry
6678,diplomatique,diplomatic
6679,élimine,eliminate
6680,chercheur,searcher
6681,casanova,Casanova
6682,assommer,knock out
6683,corne,horn
6684,fanfare,fanfare
6685,drive,drive
6686,repense,rethink
6687,cléopâtre,Cleopatra
6688,chaperon,hood
6689,ascension,ascension
6690,horn,horn
6691,entourée,surrounded
6692,possibie,possible
6693,tirant,pulling
6694,offense,insulted
6695,ravin,ravine
6696,tranquillité,tranquility
6697,acompte,deposit
6698,experte,expert
6699,roux,red
6700,tease,tease
6701,stéphanie,Stéphanie
6702,ressentais,felt
6703,infraction,offense
6704,hopper,hopper
6705,détendu,relaxed
6706,thelma,Thelma
6707,beurk,yuck
6708,watts,watts
6709,klein,klein
6710,principalement,mostly
6711,pilotage,piloting
6712,présentent,present
6713,décidée,decided
6714,enchaîné,chained
6715,extase,ecstasy
6716,abattus,slaughter
6717,écrans,screens
6718,chatouille,tickle
6719,réalisateurs,directors
6720,élevage,breeding
6721,récoltes,crops
6722,retrouvez,Find
6723,thérèse,Thérèse
6724,remercié,thanked
6725,intacte,intact
6726,rêvait,dreamed
6727,nolan,Nolan
6728,tranchée,trench
6729,apprécierais,would appreciate
6730,junkie,junkie
6731,occidentale,Western
6732,interviews,interviews
6733,jensen,Jensen
6734,sonore,sound
6735,huîtres,Oysters
6736,gallagher,gallagher
6737,partagent,share
6738,médiocre,poor
6739,wisconsin,Wisconsin
6740,défenses,defenses
6741,nobel,nobel
6742,dégénéré,degenerate
6743,chelsea,Chelsea
6744,priorités,priorities
6745,affronte,confrontation
6746,spike,spike
6747,baba,baba
6748,reilly,reilly
6749,castor,beaver
6750,carver,carver
6751,ripley,ripley
6752,rodéo,rodeo
6753,cubains,Cuban
6754,dirk,dirk
6755,wc,wc
6756,pc,pc
6757,coréen,Korean
6758,bryce,Bryce
6759,parfaites,perfect
6760,progresse,progress
6761,compréhensible,understandable
6762,semblaient,appeared
6763,réveillera,will wake up
6764,nageur,swimmer
6765,diables,devils
6766,préparatifs,preparations
6767,adressé,address
6768,infiltrer,infiltrate
6769,spaghetti,spaghetti
6770,équipé,crew
6771,mêlez,mix
6772,tristan,Tristan
6773,blaine,blaine
6774,ramassez,pick up
6775,croquer,crunch
6776,finirez,will end
6777,organe,organ
6778,frit,fried
6779,posée,posed
6780,casting,casting
6781,exiger,require
6782,offrez,offer
6783,seuiement,only
6784,brûlures,burns
6785,archevêque,archbishop
6786,remporter,win
6787,remontent,go up
6788,fourmi,ant
6789,billie,billie
6790,give,give
6791,admission,admission
6792,douanes,customs
6793,elliott,elliott
6794,émotionnel,emotional
6795,concession,concession
6796,foutais,fout
6797,jeans,jeans
6798,mutant,mutant
6799,capotes,condoms
6800,pepper,pepper
6801,strict,strict
6802,détend,relaxed
6803,ennuyeuse,boring
6804,craignent,fear
6805,méprenez,mistake
6806,décollé,offend
6807,pantin,puppet
6808,élue,elected
6809,obéit,obey
6810,paragraphe,paragraph
6811,musulman,Muslim
6812,planer,hover
6813,pêché,fishing
6814,possédé,possesses
6815,primitif,primitive
6816,colonnes,columns
6817,ennemies,enemies
6818,schmidt,schmidt
6819,naufrage,sinking
6820,blondes,blonde
6821,fonctionnement,functioning
6822,geler,freeze
6823,redire,repeat
6824,alexis,Alexis
6825,quasi,almost
6826,piêce,piece
6827,alvin,Alvin
6828,attirant,attractive
6829,négligé,neglected
6830,agriculture,agriculture
6831,contrôlent,check
6832,meute,pack
6833,essuie,towel
6834,chanteurs,singers
6835,stations,stations
6836,lisbonne,Lisbon
6837,maquereau,mackerel
6838,intensité,intensity
6839,forfait,flat rate
6840,éventreur,ripper
6841,clip,clip
6842,hanna,hanna
6843,galaxies,galaxies
6844,occident,West
6845,hippie,hippie
6846,lyle,lyle
6847,kubrick,kubrick
6848,sawyer,sawy
6849,préoccupé,concerned
6850,définir,define
6851,lsland,lsland
6852,fantastiques,fantastic
6853,érotique,erotic
6854,dignes,worthy
6855,relevés,surveys
6856,buvais,dump
6857,forgeron,black-smith
6858,vernis,varnish
6859,incidents,incidents
6860,portaient,wore
6861,muté,transferred
6862,mélangé,blend
6863,flatteur,flattering
6864,ignoré,ignored
6865,décharger,discharge
6866,carabine,rifle
6867,town,Town
6868,diplomate,Diplomat
6869,siffler,whistle
6870,surgi,arise
6871,vives,vivid
6872,éclats,flashes
6873,bouché,blocked
6874,collants,tights
6875,boulangerie,bakery
6876,berkeley,Berkeley
6877,miie,miie
6878,constant,constant
6879,rubrique,section
6880,trompait,was cheated
6881,libertés,freedoms
6882,tends,tends
6883,accueilli,welcomed
6884,écosse,Scotland
6885,défait,fact
6886,stérile,sterile
6887,bloqués,blocked
6888,handicap,handicap
6889,bercail,lurking
6890,brandi,brandish
6891,manolo,manolo
6892,somnifères,sleeping tablets
6893,plasma,plasma
6894,ème,th
6895,ash,ASH
6896,freud,Freud
6897,bundy,bundy
6898,gail,gail
6899,zen,Zen
6900,game,game
6901,escorter,escort
6902,virginité,virginity
6903,gamme,range
6904,locataires,tenants
6905,tombant,falling
6906,poignets,cuffs
6907,invisibles,invisible
6908,peins,paint
6909,diriez,say
6910,compromettre,to compromise
6911,mills,mulls
6912,étouffé,muffled
6913,user,use
6914,truqué,faked
6915,inquiête,worry
6916,jed,jed
6917,donnerez,Give
6918,basses,bass
6919,rembourse,reimburse
6920,faiblesses,weaknesses
6921,vitale,vital
6922,servant,servant
6923,préparés,prepared
6924,pointure,shoe size
6925,carrosse,coach
6926,princeton,princeton
6927,vanille,vanilla
6928,tournes,turn
6929,prototype,prototype
6930,clémence,clemency
6931,chœur,choir
6932,miser,stake
6933,produisent,produce
6934,aquarium,aquarium
6935,lili,Lili
6936,nombril,navel
6937,impressionnée,impressed
6938,werner,werner
6939,queues,tails
6940,édifice,building
6941,ampoule,ampule
6942,pine,pine
6943,bouillon,broth
6944,willis,Willis
6945,ba,ba
6946,seringue,syringe
6947,colombie,Colombia
6948,éa,EA
6949,chattes,pussies
6950,sex,sex
6951,confiant,confident
6952,rufus,rufus
6953,lingerie,lingerie
6954,loomis,loomis
6955,réfrigérateur,fridge
6956,mentirais,would lie
6957,longuement,longly
6958,avise,won
6959,repaire,lair
6960,assassinés,murdered
6961,dressé,trained
6962,favoris,favorite
6963,connues,known
6964,évidente,obvious
6965,offrant,offender
6966,protègent,protect
6967,prodige,prodigy
6968,soupçonné,suspected
6969,rassurant,reassuring
6970,handicapé,disabled
6971,nº,nº
6972,marseille,Marseille
6973,correspondent,correspond
6974,constitue,constitutes
6975,dévoiler,to unveil
6976,conduisais,led
6977,merveilleusement,wonderfully
6978,raccrochez,hang up
6979,durent,last
6980,prudemment,cautiously
6981,obscène,obscene
6982,toxique,toxic
6983,cassées,broken
6984,baptisé,baptized
6985,brève,brief
6986,exotique,exotic
6987,suicidée,suicide
6988,allongée,elongated
6989,play,play
6990,wesley,wesley
6991,cricket,cricket
6992,mathématiques,math
6993,hu,hum
6994,effondrement,collapse
6995,moelle,bone marrow
6996,antarctique,Antarctic
6997,spider,spider
6998,genji,genji
6999,becca,Becca
7000,frodon,frid
7001,traitait,treated
7002,emmènent,take
7003,détruira,will destroy
7004,passeront,will pass
7005,grottes,cave
7006,remédier,remedy
7007,achevé,finished
7008,numero,number
7009,décence,decency
7010,chaussée,pavement
7011,apprenti,apprentice
7012,soudaine,sudden
7013,moineau,sparrow
7014,wright,Wright
7015,traiteur,caterer
7016,miam,Yum
7017,viendriez,come
7018,quittant,leaving
7019,gonfle,swollen
7020,démence,dementia
7021,comprendrai,will understand
7022,fréquenté,frequented
7023,angles,angles
7024,fourrière,pound
7025,trahie,betrayed
7026,superviseur,supervisor
7027,hilarant,hilarious
7028,manteaux,coats
7029,désiré,longed for
7030,barbie,barbie
7031,vivrez,will live
7032,trousse,case
7033,frustration,frustration
7034,cendrier,ashtray
7035,stacey,stacey
7036,rocco,Rocco
7037,offrons,offer
7038,tornade,tornado
7039,summer,sammer
7040,thérapeute,therapist
7041,waouh,wow
7042,réveillon,Christmas Eve
7043,attirante,attractive
7044,revoie,review
7045,observateur,observer
7046,invitations,invitations
7047,dispositions,arrangements
7048,exerce,exercise
7049,dénonce,denounce
7050,nonne,nun
7051,labeur,work
7052,baisés,fucked
7053,recruté,recruited
7054,disposé,arranged
7055,débarras,storage
7056,récolter,to harvest
7057,rêvez,dream
7058,exigeant,demanding
7059,tolérer,tolerate
7060,recommandation,recommendation
7061,occupais,occupied
7062,étoffe,fabric
7063,hammond,hammond
7064,savannah,Savannah
7065,circule,circulate
7066,orthographe,spelling
7067,approches,approaches
7068,gracie,grace
7069,baril,barrel
7070,lan,lan
7071,liberty,liberty
7072,hilda,hilda
7073,béatrice,bliss
7074,légume,vegetable
7075,mentait,lined up
7076,écoutons,Light
7077,steaks,steaks
7078,poignarder,stab
7079,traversent,cross
7080,mala,mala
7081,edo,edo
7082,commando,commando
7083,simulation,simulation
7084,barge,barge
7085,cube,cube
7086,ko,ko
7087,coloc,roommate
7088,zodiaque,zodiac
7089,picard,picardy
7090,trad,trad
7091,interrupteur,switch
7092,pleurais,cried
7093,partit,left
7094,copier,to copy
7095,tracé,trace
7096,boutiques,shops
7097,dissimuler,hide
7098,buisson,bush
7099,marketing,marketing
7100,réflexes,reflexes
7101,serveurs,servers
7102,trafiquants,traffickers
7103,chanceuse,lucky
7104,filets,nets
7105,bandeau,strip
7106,vendra,will sell
7107,habitais,habitais
7108,tourisme,tourism
7109,reverrez,will rever
7110,omaha,omaha
7111,revenais,returned
7112,manier,handle
7113,recevons,let's receive
7114,personnalités,personalities
7115,gaston,Gaston
7116,entrera,will enter
7117,universelle,universal
7118,courante,current
7119,pollution,pollution
7120,fiiies,fiiies
7121,malibu,clever
7122,écharpe,scarf
7123,plaisanteries,jokes
7124,dublin,dublin
7125,tournées,tours
7126,optique,optical
7127,wagons,wagons
7128,décida,decided
7129,registres,registers
7130,harcèlement,harassment
7131,bartlett,Bartlett
7132,curry,curry
7133,about,about
7134,violeur,rapist
7135,assures,assumptions
7136,maximale,maximum
7137,farnsworth,farnsworth
7138,incontrôlable,uncontrollable
7139,caille,quail
7140,idee,idea
7141,holland,Holland
7142,daphné,daphne
7143,gaby,gaby
7144,norm,norm
7145,nova,nova
7146,déchiffrer,decipher
7147,désires,desire
7148,disney,Disney
7149,terminus,terminus
7150,passerais,would pass
7151,détestez,hate
7152,spaghettis,spaghetti
7153,évoluer,evolve
7154,précipité,precipitate
7155,ressuscité,resurrected
7156,sabotage,sabotage
7157,apparue,appearing
7158,distingue,distinct
7159,peser,to weigh
7160,chercheurs,researchers
7161,regrettes,regrets
7162,guignol,pulse
7163,croisement,crossing
7164,amendement,amendment
7165,aidais,helper
7166,trompais,delayed
7167,apprécient,appreciate
7168,gentilles,nice
7169,discutons,let's discuss
7170,subitement,suddenly
7171,recruter,recruit
7172,bavé,stammered
7173,danois,Danish
7174,régions,regions
7175,exciter,excite
7176,muller,muller
7177,associée,partner
7178,brody,brody
7179,filtre,filtered
7180,capitalisme,capitalism
7181,équivalent,equivalent
7182,gérard,Gérard
7183,hoffman,hoffman
7184,traversant,crossing
7185,domine,dominated
7186,radiation,radiation
7187,sauves,saves
7188,révolutionnaires,revolutionaries
7189,ballade,ballad
7190,been,been
7191,problémes,problems
7192,tr,TR
7193,orientation,orientation
7194,poétique,poetic
7195,timing,timing
7196,boo,boo
7197,keller,keller
7198,dring,dringing
7199,doo,doo
7200,grimpé,climb
7201,finiront,will end
7202,tambours,drum
7203,resterons,will stay
7204,avouez,admit
7205,successeur,successor
7206,galant,gallant
7207,consentement,consent
7208,belgique,Belgium
7209,bruxelles,Brussels
7210,fouilles,excavations
7211,suive,follow
7212,douane,customs
7213,agitée,agitated
7214,where,where
7215,rendais,rendered
7216,calmants,calming
7217,sonnez,Ring
7218,camelote,junk
7219,guichet,ticket office
7220,normandie,Normandy
7221,cam,cam
7222,fowler,Fowler
7223,retrouveras,will find
7224,dévore,devour
7225,auxquels,to which
7226,playboy,playboy
7227,iaisse,iaisse
7228,traitements,treatments
7229,brien,Brien
7230,renaître,reborn
7231,blackie,blackie
7232,mosquée,mosque
7233,hilton,hilton
7234,lisent,read
7235,mourait,died
7236,verrou,lock
7237,oups,whoops
7238,effectué,carried out
7239,tatouages,tattoos
7240,démocrate,democrat
7241,soute,sustain
7242,avery,avery
7243,charlene,Charlene
7244,numérique,digital
7245,ip,IP
7246,patins,skates
7247,caramel,caramel
7248,secrètement,secretly
7249,déborde,overflow
7250,portons,Let's wear
7251,mamma,mamma
7252,gagnerai,will win
7253,invites,prompt
7254,tyrannie,tyranny
7255,rédaction,writing
7256,suffisante,sufficient
7257,president,president
7258,disparaissez,disappear
7259,marionnette,puppet
7260,détache,detached
7261,gênez,embarrass
7262,apprendrez,learn
7263,réponde,answer
7264,oser,to dare
7265,épaisse,thick
7266,expliquera,will explain
7267,conservateur,conservative
7268,servie,served
7269,contrariée,upset
7270,lanceur,launcher
7271,clandestin,clandestine
7272,chandelle,candle
7273,disparaisse,disappear
7274,informés,informed
7275,attirée,attracted
7276,piéce,piece
7277,nomination,nomination
7278,permettant,allowing
7279,perpétuité,perpetuity
7280,ralentit,slows down
7281,sterling,sterling
7282,critères,criteria
7283,gratuits,free
7284,âgées,elderly
7285,extérieure,outdoor
7286,giovanni,Giovanni
7287,drap,sheet
7288,secourir,to rescue
7289,violoncelle,cello
7290,vinnie,vinnia
7291,gavin,gavin
7292,baisent,kiss
7293,improbable,unlikely
7294,dupe,dumber
7295,verrouillée,locked
7296,interromps,interrupting
7297,fers,irons
7298,partirais,leave
7299,abuse,abuse
7300,jets,jets
7301,menaçant,threatening
7302,attachés,attached
7303,charmes,charms
7304,notaire,notary
7305,forcez,force
7306,hale,tan
7307,bagues,rings
7308,accepterai,will accept
7309,minnesota,Minnesota
7310,étes,are
7311,gène,embarrassed
7312,snake,snake
7313,lndien,lndian
7314,vance,vance
7315,briggs,briggs
7316,nœuds,nodes
7317,diviser,divide
7318,gagnait,won
7319,énervez,biddle
7320,retournent,return
7321,truand,ugly
7322,maquette,model
7323,formulaires,forms
7324,newton,newton
7325,reprenne,resume
7326,amusante,funny
7327,fouiner,rummage
7328,apprentissage,learning
7329,récents,recent
7330,morales,morals
7331,connecté,connected
7332,toasts,toast
7333,serrée,tight
7334,bouches,mouths
7335,cartel,cartel
7336,québec,Quebec
7337,sheriff,sheriff
7338,yan,yan
7339,wo,wo
7340,neville,Neville
7341,pornos,porn
7342,kimberly,kimberly
7343,harlan,harlan
7344,projecteurs,spotlight
7345,sournois,sly
7346,discutera,will discuss
7347,aperçois,perceive
7348,coursier,courier
7349,anniversaires,birthdays
7350,maternité,maternity
7351,support,support
7352,éveillée,awake
7353,réelles,real
7354,boyaux,hoses
7355,cruels,cruel
7356,culturel,cultural
7357,actrices,actresses
7358,craintes,fears
7359,lointaine,distant
7360,vertes,green
7361,siennes,hers
7362,foutues,damn
7363,mettront,will put
7364,pardonnes,forgiveness
7365,soja,soy
7366,vexé,upset
7367,hyde,hyde
7368,fie,fie
7369,plaide,plead
7370,permettrait,would allow
7371,klaus,klaus
7372,buchanan,bunk
7373,bluff,bluff
7374,futures,future
7375,piaisir,dice
7376,décennies,decades
7377,inspirer,inspire
7378,forrester,fork
7379,galles,galls
7380,frederick,Frederick
7381,saunders,Saunders
7382,ceiui,ceiuiu
7383,renvoi,dismissal
7384,consignes,instructions
7385,déçus,disappointed
7386,joyau,jewel
7387,wee,weekend
7388,boulet,ball
7389,land,land
7390,enregistrée,recorded
7391,etaient,were
7392,léonard,leonard
7393,mackey,mackey
7394,feel,feel
7395,tabarnak,tabarnak
7396,bombarder,bomb
7397,mitrailleuses,machine guns
7398,miséricordieux,merciful
7399,continuerai,will continue
7400,publiquement,publicly
7401,reproches,reproaches
7402,hantée,haunted
7403,firent,did
7404,abattoir,slaughterhouse
7405,sensations,sensations
7406,stationnement,parking
7407,vigueur,vigor
7408,zeke,zeke
7409,ravitaillement,refueling
7410,coupées,cut
7411,vipère,viper
7412,piece,piece
7413,misé,mockery
7414,entretiens,interviews
7415,trompent,deceive
7416,servis,served
7417,écrites,written
7418,mein,mein
7419,transporté,transported
7420,snob,snob
7421,cerises,cherries
7422,recevrez,will receive
7423,romantiques,romantic
7424,entourent,surround
7425,wilder,Wilder
7426,sheridan,Sheridan
7427,viking,viking
